ZDAY,CENTERLON,CENTERLAT,TOTAL_COUNT
20110118,-80.2,23.7,8
20110118,-79.4,24.4,1
20110118,-77.1,36.5,4
20110118,-79.8,23.9,7
20110118,-80.3,25,1
20110118,-76.9,36,2
20110118,-79.4,25,2
20110118,-76.7,36.8,2
20110118,-74.7,35.1,1
20110118,-102.7,37.5,1
20110118,-76,34.8,3
20110118,-80.1,26.7,1
20110118,-78.5,24.4,1
20110118,-88.2,30.9,1
20110118,-81,23.6,2
20110118,-76.7,36.7,1
20110118,-82.4,23.1,1
20110118,-78.8,25.1,1
20110118,-72.3,42.1,1
20110118,-89.4,31.1,1
20110118,-80.3,24,4
20110118,-80.2,24,1
20110118,-75.1,39.8,1
20110118,-79.1,24.8,1
20110118,-100.4,37.3,1
20110118,-76.2,36.7,1
20110118,-80.2,24.5,3
20110118,-91.2,30.1,1
20110118,-78.4,24.4,2
20110118,-91.3,30.1,1
20110118,-102.2,35.5,1
20110118,-77.1,36.7,1
20110118,-93.4,31.5,1
20110118,-80.2,25,2
20110118,-91.4,30.2,1
20110118,-77.7,33.3,4
20110118,-77.5,33.1,1
20110118,-78.9,25,1
20110118,-77.7,33.1,1
20110118,-80,24.2,5
20110118,-81.7,23.3,5
20110118,-76.4,37.3,2
20110118,-75.2,42,1
20110118,-80.1,24.2,9
20110118,-79.2,26.9,2
20110118,-83.3,23.1,4
20110118,-74.5,40.6,1
20110118,-77.3,36.4,1
20110118,-76.5,36.9,3
20110118,-78.1,32.6,1
20110118,-101.3,39.1,3
20110118,-81.5,23.4,4
20110118,-82.3,23.1,4
20110118,-81.9,23.1,1
20110118,-75.8,37.1,1
20110118,-76.7,36.4,1
20110118,-76.4,36.5,2
20110118,-79.9,24.6,1
20110118,-83,22.7,3
20110119,-82.7,30.3,1
20110119,-80.4,30.3,1
20110119,-80.3,30.5,1
20110119,-155.3,21.9,4
20110119,-80.7,30,1
20110119,-79.8,30.1,1
20110119,-155.1,19.3,2
20110119,-89.8,29.9,2
20110119,-88.4,30.8,1
20110119,-88,30.8,1
20110119,-89.7,29.8,3
20110119,-88,30.9,1
20110119,-89.5,29.8,2
20110119,-86.1,32.5,4
20110119,-87.7,30.7,2
20110119,-87.7,30.5,3
20110119,-87,30.7,1
20110119,-88.4,29.5,2
20110119,-88.4,29.4,1
20110119,-87.4,30.2,2
20110119,-88.8,29,1
20110119,-86.6,30.6,2
20110119,-88.7,28.9,2
20110119,-87.5,29.3,1
20110119,-86.7,29.9,1
20110119,-87.3,29.3,2
20110119,-86.8,29.6,1
20110119,-82.5,32,1
20110119,-83.6,31,1
20110119,-83.7,30.1,1
20110119,-80.6,30.2,1
20110119,-80.4,30.4,1
20110119,-80.8,30,1
20110119,-80,30.3,1
20110119,-80,30.1,1
20110119,-154.9,19.9,3
20110119,-78.2,26.3,1
20110119,-154.8,20.5,3
20110119,-154.9,20.4,3
20110119,-155.5,21.5,2
20110119,-155.7,21.6,2
20110119,-156.8,21.7,2
20110119,-154.6,20.1,5
20110119,-156,21.3,2
20110119,-156.1,21.3,1
20110119,-156.2,21.3,5
20110119,-156.3,21.4,2
20110119,-155.2,20.8,6
20110119,-154.4,19.3,1
20110119,-153.3,18.9,1
20110119,-154.1,18,1
20110119,-154.4,18.3,2
20110119,-155.8,18.1,1
20110119,-156.1,20.9,2
20110119,-154.8,19.9,5
20110119,-154.3,20.7,3
20110119,-87.6,30.8,1
20110119,-156.2,21.1,2
20110119,-155,21.5,4
20110119,-80.5,30,2
20110119,-80.3,30,2
20110119,-79.8,30.3,1
20110119,-79.5,30.3,1
20110119,-155.6,20.9,1
20110119,-155.4,21.3,2
20110119,-155.4,22,4
20110119,-156.8,22,1
20110119,-156,20.4,3
20110119,-155.8,22,3
20110119,-155.2,21.5,3
20110119,-154.9,20,4
20110119,-154.8,20.1,3
20110119,-156.8,22.1,2
20110119,-156,20.8,4
20110119,-154.7,19.1,5
20110119,-154.4,20,1
20110119,-156.3,21.5,1
20110119,-154.7,19.7,2
20110119,-155.3,20.9,5
20110119,-154.3,20.2,2
20110119,-154.2,19.9,3
20110119,-153.7,20.1,2
20110119,-81.3,22.5,6
20110119,-154.8,18.2,1
20110119,-153.7,18.4,9
20110119,-155,18.2,6
20110119,-78.8,27,1
20110119,-87.4,30.9,2
20110119,-89.8,29.8,1
20110119,-88.1,30.6,2
20110119,-88.8,29.7,1
20110119,-89.4,29.2,1
20110119,-88.5,29.5,2
20110119,-89.3,29,1
20110119,-88.3,29.4,2
20110119,-87.6,29.9,1
20110119,-86.3,30.8,1
20110119,-86.3,30.9,1
20110119,-88.3,29.1,1
20110119,-86.7,30.1,1
20110119,-87.1,29.7,1
20110119,-86.6,30.2,1
20110119,-86.4,30.3,1
20110119,-86.5,30.1,1
20110119,-86.4,30.2,1
20110119,-87.7,29,2
20110119,-86.6,29.7,1
20110119,-82.7,31.9,1
20110119,-82,31.9,1
20110119,-81.7,32.2,3
20110119,-83,30.5,1
20110119,-82.9,30.4,1
20110119,-83,31,1
20110119,-82.7,31.1,1
20110119,-80.8,32.1,1
20110119,-82.8,30.3,1
20110119,-83,22.8,1
20110119,-155.2,21,2
20110119,-79,26.2,1
20110119,-84.5,30.5,1
20110119,-154.4,20.1,1
20110119,-89.6,29.8,3
20110119,-83.5,30.9,1
20110119,-155.6,21.9,1
20110119,-87,29.9,1
20110119,-155.8,21.6,2
20110119,-155,20.4,2
20110119,-79.9,30.1,1
20110119,-154.3,20.5,2
20110119,-86.4,30.6,2
20110119,-80.4,30.5,1
20110119,-155,20,5
20110119,-86.9,30.6,1
20110119,-82.6,30.3,1
20110119,-155.5,20.9,3
20110119,-154.4,20.2,2
20110119,-155.2,20.9,5
20110119,-89.9,29.9,2
20110119,-88.1,30.7,2
20110119,-87.7,30.9,2
20110119,-88.2,30.7,1
20110119,-85.5,32.5,2
20110119,-89,29.7,1
20110119,-86.9,30.9,2
20110119,-87.5,30.3,2
20110119,-89.2,29,1
20110119,-88.9,28.9,1
20110119,-88.3,29.2,1
20110119,-87,30.2,2
20110119,-88.6,28.9,1
20110119,-86.6,30.3,1
20110119,-86.1,30.3,2
20110119,-86.7,29.7,1
20110119,-86.5,29.6,1
20110119,-85.3,30.2,1
20110119,-158.6,21.2,1
20110119,-82.3,32.1,1
20110119,-82.2,32,1
20110119,-81.6,32.1,1
20110119,-83.3,31.1,1
20110119,-83.3,30.3,1
20110119,-81.2,32.1,2
20110119,-83.2,30.2,1
20110119,-82.7,30.2,1
20110119,-82.9,30,1
20110119,-80.9,30,1
20110119,-80.6,30,1
20110119,-80.1,30.1,1
20110119,-78.3,32.5,1
20110119,-79.4,30.3,1
20110119,-157,20.2,1
20110119,-155.3,21.2,2
20110119,-154.6,20.5,4
20110119,-154.7,20.4,5
20110119,-155.4,20.3,2
20110119,-156.5,21.9,1
20110119,-154.8,20.4,1
20110119,-155.3,20.3,1
20110119,-156.1,21.1,2
20110119,-156.2,21,9
20110119,-156.5,21,1
20110119,-88.2,30.6,1
20110119,-86.6,30.8,1
20110119,-156.2,20.9,1
20110119,-80.8,22.7,5
20110119,-80.9,32.1,2
20110119,-87.1,30.1,1
20110119,-88,30.7,1
20110119,-87.1,30.2,3
20110119,-155.5,20.8,8
20110119,-154.9,18.2,2
20110119,-86.8,30.8,1
20110119,-82.9,30.6,1
20110119,-81.8,32.1,1
20110119,-87.6,30.3,1
20110119,-86.1,30.2,1
20110119,-156.9,22.1,1
20110119,-86.8,30.5,1
20110119,-154.6,18.8,1
20110119,-155.5,21.4,7
20110119,-156.5,20.9,2
20110119,-86.6,30.1,1
20110119,-79.7,30.3,2
20110119,-155.1,19.7,1
20110119,-154.7,19.2,1
20110119,-82.2,31.9,1
20110119,-87,31,1
20110119,-154.5,19.7,1
20110119,-87.2,30.9,2
20110119,-81.1,32.1,1
20110119,-154.4,20.5,2
20110119,-154.7,19.6,1
20110119,-87.2,30.2,1
20110119,-88.8,28.9,1
20110119,-154.5,20.6,1
20110119,-86.6,29.9,1
20110119,-154.5,17.7,1
20110119,-154.9,18.1,3
20110119,-155.1,19.8,1
20110119,-88.6,29.5,2
20110119,-80.7,22.7,7
20110119,-85.4,30.1,1
20110119,-155.5,20.3,1
20110119,-87.4,29.3,1
20110119,-156.7,21.7,2
20110119,-78.9,26.5,1
20110119,-88.3,30.7,1
20110119,-155.8,21.5,2
20110119,-81.1,22.8,3
20110119,-154.7,19.8,2
20110119,-87.4,30.6,1
20110119,-87,30.9,3
20110119,-155.5,21,1
20110119,-154,19.7,1
20110119,-88.7,29.5,1
20110119,-81.5,32.3,1
20110119,-87.8,28.9,1
20110119,-86,32.5,1
20110119,-81.9,32,1
20110119,-86.8,30.7,1
20110119,-78.3,26.7,1
20110119,-156.2,19.9,2
20110119,-155.4,21.9,11
20110119,-87,30.8,1
20110119,-154.2,20.6,3
20110119,-156.8,21.8,2
20110119,-88.3,30.8,1
20110119,-156.8,22.2,3
20110119,-154,20.2,2
20110119,-153.8,20.2,1
20110119,-153.8,20.1,1
20110119,-154.1,19.7,2
20110119,-154.2,17.5,1
20110119,-154.3,20,7
20110119,-88.6,30.7,1
20110119,-86.2,32.5,4
20110119,-87.6,30.9,2
20110119,-87.9,30.7,1
20110119,-87.8,30.7,1
20110119,-87.4,30.8,1
20110119,-87.2,30.6,1
20110119,-87.8,29.9,1
20110119,-87.7,30.1,1
20110119,-88.2,29.4,1
20110119,-86.7,30.5,2
20110119,-86.5,30.6,1
20110119,-87.2,29.6,1
20110119,-86.7,29.8,1
20110119,-88,28.9,1
20110119,-82,32.1,1
20110119,-81.7,32,1
20110119,-83.1,30.5,1
20110119,-81.3,32,1
20110119,-83.1,31.5,1
20110119,-80.5,30.2,1
20110119,-158.7,21.1,1
20110119,-79.8,30.2,1
20110119,-155.4,21.1,7
20110119,-155.4,21.8,7
20110119,-155.5,20.7,3
20110119,-155.2,20.3,3
20110119,-154.6,20.6,4
20110119,-155.7,22,2
20110119,-156.9,22,4
20110119,-156.8,21.9,1
20110119,-156.7,22.1,1
20110119,-154.7,20.1,4
20110119,-156.1,21.4,6
20110119,-156.2,21.2,2
20110119,-155.1,20.8,3
20110119,-154.3,20.1,6
20110119,-155.3,20.8,6
20110119,-156.9,22.2,6
20110119,-156.2,21.4,4
20110119,-154.3,20.6,6
20110119,-155.1,20.1,7
20110119,-155.6,21.4,1
20110119,-154.1,18.1,2
20110119,-87.7,29.8,1
20110119,-88.5,30.7,5
20110119,-156.2,20.2,2
20110119,-86.5,30.9,1
20110119,-88,29.7,1
20110119,-155.4,21.7,8
20110119,-87.3,30.9,2
20110119,-80.9,30.1,1
20110119,-87.8,30.1,1
20110119,-88,30.5,1
20110119,-155,21.8,1
20110119,-154.1,20.1,3
20110119,-81,22.6,2
20110119,-88.4,29.2,1
20110119,-88.1,30.8,1
20110119,-154.9,20.6,1
20110119,-80.1,29.9,1
20110119,-88.8,29.5,1
20110119,-86.5,29.9,1
20110119,-88.5,29.4,3
20110119,-80.5,30.4,1
20110119,-86.2,29.4,1
20110119,-155.3,21,2
20110119,-156,21,10
20110119,-82.4,31.8,1
20110119,-155.6,21.6,1
20110119,-86.7,30.3,1
20110119,-81.4,22.8,1
20110119,-83.1,31,1
20110119,-87.8,30.8,1
20110119,-155.3,21.3,1
20110119,-154.9,20.1,2
20110119,-155.2,21.4,5
20110119,-87,30.6,1
20110119,-154.7,20,2
20110119,-87.2,30.1,2
20110119,-80.7,32.1,1
20110119,-155.9,18.1,1
20110119,-79.6,30.3,1
20110119,-82.6,31.9,2
20110119,-78.4,26.7,2
20110119,-156.2,21.5,2
20110119,-80.3,29.3,1
20110119,-87.8,29,1
20110119,-155.3,20.2,1
20110119,-87.7,29.7,1
20110119,-89,29,1
20110119,-87.6,29,1
20110119,-87.9,30.9,1
20110119,-155.5,21.9,1
20110119,-83,30.7,1
20110119,-87.3,30.1,1
20110119,-86.7,30.6,2
20110119,-156,20.9,4
20110119,-154.8,21.2,1
20110119,-155.4,21.4,4
20110119,-156.1,21.5,2
20110119,-81,32.1,1
20110119,-80.4,30,1
20110119,-153.7,18.5,1
20110119,-154.8,18.1,3
20110119,-155.2,20.1,1
20110119,-89.2,29.1,1
20110119,-88.2,30.8,1
20110119,-88.7,29.6,4
20110119,-155.4,20.9,2
20110119,-86.8,29.8,2
20110119,-80.5,28.3,1
20110119,-155.2,21.7,1
20110119,-80.8,22.8,3
20110119,-86.3,30.3,1
20110119,-85.5,30.2,1
20110119,-82.4,32,1
20110119,-155.7,21.9,1
20110120,-95.7,36,1
20110120,-85.3,28.6,1
20110120,-80.7,25.6,1
20110120,-85.8,28.4,1
20110120,-80.6,25.6,1
20110120,-153.8,18.9,7
20110120,-81.7,23,2
20110120,-80.4,25.7,4
20110120,-80.4,26.3,3
20110120,-85.2,28.5,1
20110120,-153.8,18.8,2
20110120,-80.4,26.4,8
20110120,-85,28.5,2
20110120,-82.9,25.6,1
20110120,-85.5,28.5,1
20110120,-81.8,23,1
20110120,-153.8,18.5,4
20110120,-85.6,28.4,1
20110120,-80.6,25.7,3
20110120,-81.6,23,2
20110120,-85.1,28.4,1
20110120,-84.7,29.3,1
20110120,-84.9,28.5,2
20110120,-153.7,19.1,4
20110120,-85.5,28.4,1
20110120,-83.3,22.8,1
20110120,-153.8,18.6,2
20110120,-154.8,18.3,4
20110120,-96,36,2
20110120,-95.8,36,1
20110120,-81.1,22.9,1
20110120,-80.5,26.3,3
20110121,-78.1,30.2,3
20110121,-78.2,28.2,2
20110121,-78.8,28.8,1
20110121,-81.2,28,8
20110121,-79.5,29.1,1
20110121,-80.1,29.5,4
20110121,-83.5,24.5,3
20110121,-80.3,27.4,1
20110121,-78.1,30.3,1
20110121,-81.5,29.1,6
20110121,-81.9,27.5,2
20110121,-78.8,30.3,2
20110121,-83.2,28.7,4
20110121,-83.5,28.6,1
20110121,-81,27.9,13
20110121,-83.7,28.7,1
20110121,-78.7,30,2
20110121,-80.8,29.2,1
20110121,-81.7,22.8,1
20110121,-82.3,28.7,7
20110121,-84.3,27.8,2
20110121,-82.9,23.7,2
20110121,-81,29.7,3
20110121,-80.7,25.9,2
20110121,-78.8,25.5,3
20110121,-81.6,28.1,6
20110121,-81.9,23.6,3
20110121,-79.4,30.2,9
20110121,-81.8,28.7,5
20110121,-83.2,27.9,1
20110121,-80.6,27.8,1
20110121,-82.4,28.3,2
20110121,-81.6,27.5,1
20110121,-82.8,29.3,1
20110121,-83.5,24.2,2
20110121,-82.3,22.7,1
20110121,-83.1,24.1,3
20110121,-81.1,26.1,4
20110121,-79.8,26.7,3
20110121,-79.5,26.4,1
20110121,-82.4,28.6,6
20110121,-83.5,23.8,3
20110121,-82.1,27.7,1
20110121,-80.6,29.5,4
20110121,-75.3,34.4,1
20110121,-81.7,25.9,1
20110121,-80.6,23.8,5
20110121,-80.3,24,3
20110121,-80.6,28.8,3
20110121,-82.7,23.3,4
20110121,-83.5,23,2
20110121,-81,26.1,1
20110121,-78.7,30.5,2
20110121,-83.5,24.4,1
20110121,-83.6,23.5,1
20110121,-79,30.4,5
20110121,-78.6,28.3,3
20110121,-82.1,23.5,1
20110121,-83,24.4,2
20110121,-78.6,28.9,2
20110121,-79.9,23.4,9
20110121,-79.1,27.9,3
20110121,-79.5,27.4,3
20110121,-79,25.4,4
20110121,-82.2,29.3,3
20110121,-82.9,28.5,6
20110121,-81,29.1,2
20110121,-79.1,26.5,3
20110121,-83,29.9,1
20110121,-81.8,26.5,4
20110121,-79,30.6,1
20110121,-83.8,27.9,2
20110121,-79.5,29.3,1
20110121,-81.9,26.9,2
20110121,-80.4,26.8,4
20110121,-82.8,23.9,1
20110121,-80,26.5,9
20110121,-80,26.1,1
20110121,-82.6,28.8,2
20110121,-78.9,27.8,6
20110121,-81.9,22.9,2
20110121,-79.7,27.6,1
20110121,-78.6,27.4,2
20110121,-80.1,29.2,2
20110121,-82.5,23,1
20110121,-80.1,25.2,2
20110121,-84.1,28.5,2
20110121,-78.4,30.1,1
20110121,-79.3,30.1,9
20110121,-80.8,23.5,2
20110121,-83.6,23.7,1
20110121,-80,26.8,3
20110121,-78.8,29,1
20110121,-81.5,26.9,4
20110121,-79.8,30.2,1
20110121,-79.2,26.6,7
20110121,-82,28.1,6
20110121,-78.2,30.7,3
20110121,-84.2,24.4,2
20110121,-80,29,4
20110121,-82.8,29.8,1
20110121,-79.9,29.8,5
20110121,-80,28.8,1
20110121,-80.7,27.5,1
20110121,-80.4,28.7,2
20110121,-82.2,27.5,5
20110121,-79.1,26.6,1
20110121,-80.5,28.7,4
20110121,-79,28.9,2
20110121,-80.4,28.9,3
20110121,-77.9,29.5,1
20110121,-80.8,25.8,1
20110121,-82.5,22.9,5
20110121,-81.3,28,3
20110121,-80.2,29,10
20110121,-81.8,22.9,2
20110121,-83.9,28.4,1
20110121,-80.8,23.2,5
20110121,-80,24,4
20110121,-79.7,26.2,5
20110121,-79.7,28.9,3
20110121,-79.1,30.4,2
20110121,-80.9,28.3,1
20110121,-78.6,29.9,1
20110121,-79.2,30.5,1
20110121,-83.3,23.5,2
20110121,-78.9,25.5,4
20110121,-81.2,22.9,2
20110121,-80.7,29.4,4
20110121,-81.8,28.8,1
20110121,-79.8,25.2,5
20110121,-79.4,24.2,1
20110121,-78.6,27.6,4
20110121,-81.8,28.2,4
20110121,-79.5,23.4,4
20110121,-79.1,30.1,10
20110121,-80.4,23.3,8
20110121,-80.3,24.1,5
20110121,-82.4,28.2,9
20110121,-78.7,30.2,7
20110121,-83.5,23.5,2
20110121,-83.9,24.4,3
20110121,-78.8,30.4,2
20110121,-79.7,27.1,2
20110121,-81.4,27.9,4
20110121,-79.1,29.5,1
20110121,-84.3,28.5,1
20110121,-80.4,24,2
20110121,-82.3,29,4
20110121,-82.4,23.4,3
20110121,-80,29.4,5
20110121,-82.1,28.7,2
20110121,-78.4,29.9,1
20110121,-80.2,23.8,2
20110121,-83,28,5
20110121,-82.9,22.8,1
20110121,-83.6,23.8,3
20110121,-82.3,27.6,1
20110121,-75.4,33.4,3
20110121,-79.9,25.3,6
20110121,-82.7,28.7,3
20110121,-82.1,23.2,1
20110121,-80.6,28.2,1
20110121,-79.1,26.4,3
20110121,-82.8,23.2,7
20110121,-80.4,23.7,6
20110121,-80.9,28.7,8
20110121,-82.4,27.7,4
20110121,-82.9,29.3,1
20110121,-81.3,28.4,6
20110121,-80.1,29.9,3
20110121,-79.3,26.4,2
20110121,-81.5,28.5,1
20110121,-79.7,26.6,9
20110121,-80.3,23.4,10
20110121,-80,25.1,3
20110121,-82,28.3,8
20110121,-79.9,25.8,7
20110121,-80,26.3,1
20110121,-84.1,24,1
20110121,-80.3,25.7,1
20110121,-80.6,27.2,1
20110121,-78.7,26.3,1
20110121,-80.2,29.8,3
20110121,-81.2,28.4,3
20110121,-79.8,29.1,4
20110121,-82,22.6,2
20110121,-84.1,27.7,2
20110121,-83.9,28.9,1
20110121,-80.8,26.7,10
20110121,-78.3,30.7,1
20110121,-79.6,26.9,1
20110121,-80.2,29.3,4
20110121,-79.8,25.9,30
20110121,-79.2,27.6,2
20110121,-82.9,28.7,3
20110121,-78.3,27.9,2
20110121,-83.3,27.9,5
20110121,-79.1,26,8
20110121,-79,28.5,1
20110121,-77.9,30.4,2
20110121,-82.1,28.2,8
20110121,-80.6,29.4,4
20110121,-82.2,29,4
20110121,-78.3,30.1,2
20110121,-85.8,32,1
20110121,-80,23.4,9
20110121,-82.1,23,5
20110121,-79.2,29,1
20110121,-82.9,28.2,1
20110121,-78.1,30.6,1
20110121,-82.1,28.8,1
20110121,-81.6,26.1,2
20110121,-81.1,27.9,13
20110121,-80.6,23.2,6
20110121,-80.4,25.8,2
20110121,-81.8,29.9,1
20110121,-78.4,29.5,3
20110121,-79.3,23.4,3
20110121,-84,28.8,1
20110121,-80.7,29.1,4
20110121,-79,30.2,2
20110121,-82.1,29.4,1
20110121,-77.7,30.2,5
20110121,-83.3,23.8,1
20110121,-84.6,27.7,3
20110121,-81.2,23.1,5
20110121,-80,24.2,1
20110121,-81.4,27.7,3
20110121,-78.9,28.6,2
20110121,-79.9,29,5
20110121,-80.9,27.6,1
20110121,-81.3,29.3,3
20110121,-79.7,26.7,7
20110121,-79.5,26.6,8
20110121,-81,29.5,1
20110121,-80.4,30.2,1
20110121,-80,25.9,18
20110121,-82.5,23.2,1
20110121,-82.2,28.1,5
20110121,-82.4,23.9,2
20110121,-78.4,30.2,3
20110121,-79.1,30.3,3
20110121,-80,29.1,8
20110121,-80.9,26.1,1
20110121,-82.3,27.1,1
20110121,-84,28.5,2
20110121,-78.4,29,1
20110121,-81.8,27.6,2
20110121,-81.7,23.2,3
20110121,-79.7,27.3,3
20110121,-79.6,29.8,2
20110121,-78.6,30.4,1
20110121,-76.1,33.6,1
20110121,-78.8,27.5,3
20110121,-77.8,30.1,3
20110121,-79.4,25.4,5
20110121,-81.6,27.7,5
20110121,-79.7,25,1
20110121,-79.1,29.2,4
20110121,-82,28.9,4
20110121,-80.8,28,5
20110121,-77.6,29.9,2
20110121,-78.5,29.5,4
20110121,-78.4,27.8,1
20110121,-78.7,27.2,3
20110121,-83.1,23,1
20110121,-79.4,25.3,6
20110121,-78.1,30.1,6
20110121,-83.1,26.9,1
20110121,-81.1,27.8,8
20110121,-80.3,23.3,15
20110121,-80.5,29.1,3
20110121,-82.9,24.6,2
20110121,-82.9,29,3
20110121,-72.5,39.7,1
20110121,-80.6,28.5,6
20110121,-82.5,28.5,5
20110121,-75.2,33.5,1
20110121,-83.3,29.7,1
20110121,-78.2,30.3,2
20110121,-82.6,28.6,18
20110121,-79.3,24.6,2
20110121,-82.4,29.8,2
20110121,-83.4,27.9,3
20110121,-79.4,27.4,5
20110121,-75.1,33.6,1
20110121,-78.5,27.8,4
20110121,-79.5,26.3,1
20110121,-81.2,28.7,2
20110121,-81.3,29.5,2
20110121,-83,28.6,1
20110121,-78.5,28.9,1
20110121,-83.4,28.9,1
20110121,-82.3,29.1,1
20110121,-81.3,29.2,6
20110121,-78.9,29.6,1
20110121,-80.4,30,2
20110121,-80.9,23.1,5
20110121,-80.6,29.7,1
20110121,-82.3,29.9,1
20110121,-81.4,28.8,6
20110121,-83.1,27.9,1
20110121,-83.5,28.7,2
20110121,-80,26.6,1
20110121,-79.4,26.6,7
20110121,-81.3,27.7,1
20110121,-79,27.8,4
20110121,-80.9,23.5,1
20110121,-82.6,23.6,4
20110121,-84.2,27.6,3
20110121,-85.8,32.1,1
20110121,-79.1,26.3,4
20110121,-82.9,23.8,1
20110121,-79.4,29.9,9
20110121,-79.8,26.6,2
20110121,-82.4,24.8,1
20110121,-78.8,27.8,8
20110121,-80.8,28.1,2
20110121,-80.5,29.5,3
20110121,-82.5,26.9,2
20110121,-78.6,27.9,5
20110121,-81.7,28,3
20110121,-80.9,23.4,1
20110121,-79.2,26.4,1
20110121,-78.8,26.7,4
20110121,-80.7,23.3,3
20110121,-82,23.6,2
20110121,-82.2,23,2
20110121,-79.8,25.8,4
20110121,-81.9,23.2,3
20110121,-81.8,23.7,6
20110121,-78.9,26.6,5
20110121,-82,22.9,1
20110121,-81.1,23.3,8
20110121,-80.4,23.4,2
20110121,-81.7,23.1,2
20110121,-82.2,22.9,1
20110121,-81.3,23.1,1
20110121,-81.6,23,1
20110121,-80.1,23.8,4
20110121,-81,23.1,1
20110121,-80.5,23.9,2
20110121,-81.9,22.7,1
20110121,-81.8,22.7,5
20110121,-81.4,22.9,1
20110121,-80.7,23.1,3
20110121,-82,22.5,3
20110121,-79.6,24.2,5
20110121,-81.6,22.7,2
20110121,-80.6,23.1,2
20110121,-82.1,27.1,1
20110121,-78.6,27.7,4
20110121,-84.1,26.5,3
20110121,-78.2,28.8,2
20110121,-81.3,27.5,1
20110121,-80.4,25.9,14
20110121,-80.2,25.1,4
20110121,-80.2,25.2,1
20110121,-79.5,26.1,12
20110121,-80,25.3,2
20110121,-79.1,28.2,3
20110121,-79.4,26.1,8
20110121,-83.9,24.9,1
20110121,-79.3,26.1,6
20110121,-83.8,25,3
20110121,-79.9,25.1,1
20110121,-79.1,25.9,4
20110121,-81,27,7
20110121,-83.2,25.1,1
20110121,-83.8,24.3,4
20110121,-80,27.4,1
20110121,-83.7,23.9,9
20110121,-83.8,24,1
20110121,-80.3,26.7,4
20110121,-83.8,24.2,2
20110121,-79.6,27.5,1
20110121,-80.4,26.7,2
20110121,-83.8,23.8,1
20110121,-78.6,27.3,2
20110121,-81.3,26.2,3
20110121,-79.1,25.4,5
20110121,-80.1,26.7,5
20110121,-83.9,23.5,3
20110121,-82.7,25,2
20110121,-77.9,27.8,1
20110121,-79.3,27.5,3
20110121,-83.3,23.3,1
20110121,-83.1,24.4,1
20110121,-80.2,26.6,4
20110121,-80.8,26.8,6
20110121,-82.8,24.6,1
20110121,-80.9,26.2,1
20110121,-79.8,26.9,4
20110121,-83.7,23.6,1
20110121,-82.3,24.7,1
20110121,-82.2,25.8,2
20110121,-79.9,26.1,2
20110121,-79.4,26.9,4
20110121,-80.2,25.9,2
20110121,-80.8,26.1,1
20110121,-79.4,26.7,5
20110121,-82.7,23.8,1
20110121,-82,23.4,2
20110121,-82.6,23.3,2
20110121,-81.3,22.8,1
20110121,-81.5,23.3,3
20110121,-80.2,23.3,5
20110121,-81.8,23.4,3
20110121,-82.5,23.7,1
20110121,-80.1,23.4,13
20110121,-82.5,23.6,2
20110121,-79.4,26.5,2
20110121,-81.7,23.4,4
20110121,-81.6,23.4,3
20110121,-80.8,28.9,6
20110121,-82.4,28,2
20110121,-79.9,30,1
20110121,-78.3,30.6,1
20110121,-82.2,28.2,10
20110121,-81.3,28.6,4
20110121,-81,29.2,1
20110121,-78.7,29.6,4
20110121,-78.3,30.5,2
20110121,-78.7,29.7,1
20110121,-79,30.3,1
20110121,-79.1,29.9,5
20110121,-78.2,30.5,2
20110121,-79.9,29.3,1
20110121,-80.2,29.6,1
20110121,-77.9,30.7,3
20110121,-78.8,30.1,7
20110121,-79.7,29.4,2
20110121,-80.9,28.6,10
20110121,-78.7,30.4,1
20110121,-81.7,28.2,4
20110121,-75.8,33.8,1
20110121,-79.3,27.7,3
20110121,-79.2,29.7,1
20110121,-79.1,29.8,5
20110121,-81.6,28.2,6
20110121,-78.5,29.4,1
20110121,-78.8,28,6
20110121,-79.3,29.6,3
20110121,-80.7,28.6,5
20110121,-77.6,30.4,1
20110121,-79.1,29.4,2
20110121,-84,26.8,1
20110121,-82.7,27.7,4
20110121,-78.2,30.2,1
20110121,-79.7,24,8
20110121,-80.7,28.5,2
20110121,-79,27.9,5
20110121,-78.5,29.3,2
20110121,-81.2,28.2,4
20110121,-79.4,29,4
20110121,-80.4,28.6,1
20110121,-78.2,30,1
20110121,-74.6,35,1
20110121,-80.7,28.3,2
20110121,-80.1,29.4,1
20110121,-81.6,28,7
20110121,-78.5,28.3,2
20110121,-77.5,30,1
20110121,-82.2,27.6,2
20110121,-81.6,27.9,3
20110121,-79.1,27.6,3
20110121,-79.6,29.6,1
20110121,-81.3,27.9,5
20110121,-79.2,28.7,1
20110121,-80.7,28,3
20110121,-82.6,27.1,1
20110121,-80.5,29,1
20110121,-82.5,27.1,1
20110121,-80.6,25.7,1
20110121,-80.4,28.1,2
20110121,-81,27.8,9
20110121,-78.3,28,1
20110121,-80.9,27.8,5
20110121,-84.9,28.5,1
20110121,-84.7,28.4,1
20110121,-84.7,28.5,2
20110121,-84.6,28.5,1
20110121,-80.1,26.4,4
20110121,-83.1,29.9,1
20110121,-83.4,29,1
20110121,-83.8,28.4,1
20110121,-84.7,27.7,3
20110121,-83.1,28.6,5
20110121,-83.1,28.7,1
20110121,-83,28.7,8
20110121,-82.8,28.7,4
20110121,-82.5,29,1
20110121,-82.1,29.3,2
